Object,Property,Violation Value,Violation Time
overhead_line3,rating.winter.continuous|current_out_C,592.0045438569285,2013-12-31 19:00:02 EST
overhead_line3,rating.winter.continuous|current_in_A,577.356425906909,2013-12-31 19:00:02 EST
overhead_line3,rating.winter.continuous|current_in_C,592.0045438569285,2013-12-31 19:00:02 EST
XFMR1,power_rating|power_in,505196.97688426444,2013-12-31 19:00:02 EST
XFMR1,power_rating|power_out,494064.773081425,2013-12-31 19:00:02 EST
XFMR1,powerA_rating|power_in_A,199099.34551625227,2013-12-31 19:00:02 EST
XFMR1,powerA_rating|power_out_A,194164.87838947598,2013-12-31 19:00:02 EST
XFMR1,powerB_rating|power_in_B,153348.7757219144,2013-12-31 19:00:02 EST
XFMR1,powerB_rating|power_out_B,150000.0,2013-12-31 19:00:02 EST
XFMR1,powerC_rating|power_in_C,152834.57143097566,2013-12-31 19:00:02 EST
XFMR1,powerC_rating|power_out_C,150000.0,2013-12-31 19:00:02 EST
overhead_line3,rating.summer.continuous|current_out_A,577.356425906909,2013-12-31 19:00:03 EST
overhead_line3,rating.summer.continuous|current_out_C,592.0045438569285,2013-12-31 19:00:03 EST
overhead_line3,rating.summer.continuous|current_in_A,577.356425906909,2013-12-31 19:00:03 EST
overhead_line3,rating.summer.continuous|current_in_C,592.0045438569285,2013-12-31 19:00:03 EST
overhead_line3,rating.winter.continuous|current_out_A,577.356425906909,2013-12-31 19:00:03 EST
overhead_line3,rating.winter.continuous|current_out_C,592.0045438569285,2013-12-31 19:00:03 EST
overhead_line3,rating.winter.continuous|current_in_A,577.356425906909,2013-12-31 19:00:03 EST
overhead_line3,rating.winter.continuous|current_in_C,592.0045438569285,2013-12-31 19:00:03 EST
XFMR1,power_rating|power_in,505196.97688426444,2013-12-31 19:00:03 EST
XFMR1,power_rating|power_out,494064.773081425,2013-12-31 19:00:03 EST
XFMR1,powerA_rating|power_in_A,199099.34551625227,2013-12-31 19:00:03 EST
XFMR1,powerA_rating|power_out_A,194164.87838947598,2013-12-31 19:00:03 EST
XFMR1,powerB_rating|power_in_B,153348.7757219144,2013-12-31 19:00:03 EST
XFMR1,powerB_rating|power_out_B,150000.0,2013-12-31 19:00:03 EST
XFMR1,powerC_rating|power_in_C,152834.57143097566,2013-12-31 19:00:03 EST
XFMR1,powerC_rating|power_out_C,150000.0,2013-12-31 19:00:03 EST
overhead_line3,rating.summer.continuous|current_out_A,580.209707407589,2013-12-31 19:00:30 EST
overhead_line3,rating.summer.continuous|current_out_C,594.968541742242,2013-12-31 19:00:30 EST
overhead_line3,rating.summer.continuous|current_in_A,580.209707407589,2013-12-31 19:00:30 EST
overhead_line3,rating.summer.continuous|current_in_C,594.968541742242,2013-12-31 19:00:30 EST
overhead_line3,rating.winter.continuous|current_out_A,580.209707407589,2013-12-31 19:00:30 EST
overhead_line3,rating.winter.continuous|current_out_C,594.968541742242,2013-12-31 19:00:30 EST
overhead_line3,rating.winter.continuous|current_in_A,580.209707407589,2013-12-31 19:00:30 EST
overhead_line3,rating.winter.continuous|current_in_C,594.968541742242,2013-12-31 19:00:30 EST
XFMR1,power_rating|power_in,505271.1775235156,2013-12-31 19:00:30 EST
XFMR1,power_rating|power_out,494064.773081425,2013-12-31 19:00:30 EST
XFMR1,powerA_rating|power_in_A,199174.12697938454,2013-12-31 19:00:30 EST
XFMR1,powerA_rating|power_out_A,194164.87838947598,2013-12-31 19:00:30 EST
XFMR1,powerB_rating|power_in_B,153302.97445323752,2013-12-31 19:00:30 EST
XFMR1,powerB_rating|power_out_B,150000.0,2013-12-31 19:00:30 EST
XFMR1,powerC_rating|power_in_C,152879.98119050774,2013-12-31 19:00:30 EST
XFMR1,powerC_rating|power_out_C,150000.0,2013-12-31 19:00:30 EST
overhead_line3,rating.summer.continuous|current_out_A,580.6824905126725,2013-12-31 19:01:00 EST
overhead_line3,rating.summer.continuous|current_out_C,597.7831127074852,2013-12-31 19:01:00 EST
overhead_line3,rating.summer.continuous|current_in_A,580.6824905126725,2013-12-31 19:01:00 EST
overhead_line3,rating.summer.continuous|current_in_C,597.7831127074852,2013-12-31 19:01:00 EST
overhead_line3,rating.winter.continuous|current_out_A,580.6824905126725,2013-12-31 19:01:00 EST
overhead_line3,rating.winter.continuous|current_out_C,597.7831127074852,2013-12-31 19:01:00 EST
overhead_line3,rating.winter.continuous|current_in_A,580.6824905126725,2013-12-31 19:01:00 EST
overhead_line3,rating.winter.continuous|current_in_C,597.7831127074852,2013-12-31 19:01:00 EST
XFMR1,power_rating|power_in,505314.6631802802,2013-12-31 19:01:00 EST
XFMR1,power_rating|power_out,494064.773081425,2013-12-31 19:01:00 EST
XFMR1,powerA_rating|power_in_A,199173.55011396468,2013-12-31 19:01:00 EST
XFMR1,powerA_rating|power_out_A,194164.87838947598,2013-12-31 19:01:00 EST
XFMR1,powerB_rating|power_in_B,153302.85290460187,2013-12-31 19:01:00 EST
XFMR1,powerB_rating|power_out_B,150000.0,2013-12-31 19:01:00 EST
XFMR1,powerC_rating|power_in_C,152925.33286136735,2013-12-31 19:01:00 EST
XFMR1,powerC_rating|power_out_C,150000.0,2013-12-31 19:01:00 EST
overhead_line3,rating.summer.continuous|current_out_A,581.153504403957,2013-12-31 19:01:30 EST
overhead_line3,rating.summer.continuous|current_out_C,600.6038232462395,2013-12-31 19:01:30 EST
overhead_line3,rating.summer.continuous|current_in_A,581.153504403957,2013-12-31 19:01:30 EST
overhead_line3,rating.summer.continuous|current_in_C,600.6038232462395,2013-12-31 19:01:30 EST
overhead_line3,rating.winter.continuous|current_out_A,581.153504403957,2013-12-31 19:01:30 EST
overhead_line3,rating.winter.continuous|current_out_C,600.6038232462395,2013-12-31 19:01:30 EST
overhead_line3,rating.winter.continuous|current_in_A,581.153504403957,2013-12-31 19:01:30 EST
overhead_line3,rating.winter.continuous|current_in_C,600.6038232462395,2013-12-31 19:01:30 EST
XFMR1,power_rating|power_in,505358.9530274496,2013-12-31 19:01:30 EST
XFMR1,power_rating|power_out,494064.773081425,2013-12-31 19:01:30 EST
XFMR1,powerA_rating|power_in_A,199172.15640997613,2013-12-31 19:01:30 EST
XFMR1,powerA_rating|power_out_A,194164.87838947598,2013-12-31 19:01:30 EST
XFMR1,powerB_rating|power_in_B,153302.79213034574,2013-12-31 19:01:30 EST
XFMR1,powerB_rating|power_out_B,150000.0,2013-12-31 19:01:30 EST
XFMR1,powerC_rating|power_in_C,152970.9906009633,2013-12-31 19:01:30 EST
XFMR1,powerC_rating|power_out_C,150000.0,2013-12-31 19:01:30 EST
overhead_line3,rating.summer.continuous|current_out_A,581.153504403957,2013-12-31 19:02:00 EST
overhead_line3,rating.summer.continuous|current_out_C,600.6038376094845,2013-12-31 19:02:00 EST
overhead_line3,rating.summer.continuous|current_in_A,581.153504403957,2013-12-31 19:02:00 EST
overhead_line3,rating.summer.continuous|current_in_C,600.6038376094845,2013-12-31 19:02:00 EST
overhead_line3,rating.winter.continuous|current_out_A,581.153504403957,2013-12-31 19:02:00 EST
overhead_line3,rating.winter.continuous|current_out_C,600.6038376094845,2013-12-31 19:02:00 EST
overhead_line3,rating.winter.continuous|current_in_A,581.153504403957,2013-12-31 19:02:00 EST
overhead_line3,rating.winter.continuous|current_in_C,600.6038376094845,2013-12-31 19:02:00 EST
XFMR1,power_rating|power_in,505358.9530274496,2013-12-31 19:02:00 EST
XFMR1,power_rating|power_out,494064.773081425,2013-12-31 19:02:00 EST
XFMR1,powerA_rating|power_in_A,199172.15640997613,2013-12-31 19:02:00 EST
XFMR1,powerA_rating|power_out_A,194164.87838947598,2013-12-31 19:02:00 EST
XFMR1,powerB_rating|power_in_B,153302.79213034574,2013-12-31 19:02:00 EST
XFMR1,powerB_rating|power_out_B,150000.0,2013-12-31 19:02:00 EST
XFMR1,powerC_rating|power_in_C,152970.9906009633,2013-12-31 19:02:00 EST
XFMR1,powerC_rating|power_out_C,150000.0,2013-12-31 19:02:00 EST
