Object,Class,Init Prop,Min Thresh,Max Thresh,Commit Prop,Violation Value,Violation Time
line3to5,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line3to5,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line3to5,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line3to5,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line3to5,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line3to5,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line3to5,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line3to5,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line3to5,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line3to5,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line3to5,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line3to5,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line5to6,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line5to6,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line5to6,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line5to6,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line5to6,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line5to6,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line5to6,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line5to6,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line5to6,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line5to6,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line5to6,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line5to6,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line7to8,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line7to8,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line7to8,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line7to8,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line7to8,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line7to8,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line7to8,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line7to8,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line7to8,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line7to8,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line7to8,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line7to8,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line8to12,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line8to12,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line8to12,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line8to12,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line8to12,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line8to12,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line8to12,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line8to12,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line8to12,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line8to12,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line8to12,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line8to12,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line8to9,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line8to9,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line8to9,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line8to9,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line8to9,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line8to9,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line8to9,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line8to9,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line8to9,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line8to9,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line8to9,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line8to9,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line8to13,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line8to13,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line8to13,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line8to13,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line8to13,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line8to13,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line8to13,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line8to13,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line8to13,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line8to13,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line8to13,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line8to13,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line901to14,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line901to14,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line901to14,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line901to14,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line901to14,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line901to14,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line901to14,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line901to14,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line901to14,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line901to14,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line901to14,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line901to14,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line13to34,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line13to34,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line13to34,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line13to34,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line13to34,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line13to34,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line13to34,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line13to34,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line13to34,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line13to34,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line13to34,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line13to34,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line13to18,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line13to18,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line13to18,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line13to18,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line13to18,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line13to18,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line13to18,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line13to18,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line13to18,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line13to18,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line13to18,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line13to18,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line14to11,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line14to11,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line14to11,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line14to11,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line14to11,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line14to11,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line14to11,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line14to11,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line14to11,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line14to11,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line14to11,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line14to11,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line14to10,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line14to10,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line14to10,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line14to10,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line14to10,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line14to10,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line14to10,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line14to10,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line14to10,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line14to10,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line14to10,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line14to10,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line15to16,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line15to16,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line15to16,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line15to16,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line15to16,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line15to16,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line15to16,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line15to16,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line15to16,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line15to16,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line15to16,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line15to16,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line15to17,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line15to17,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line15to17,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line15to17,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line15to17,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line15to17,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line15to17,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line15to17,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line15to17,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line15to17,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line15to17,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line15to17,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line18to19,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line18to19,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line18to19,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line18to19,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line18to19,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line18to19,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line18to19,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line18to19,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line18to19,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line18to19,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line18to19,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line18to19,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line18to21,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line18to21,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line18to21,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line18to21,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line18to21,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line18to21,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line18to21,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line18to21,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line18to21,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line18to21,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line18to21,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line18to21,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line19to20,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line19to20,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line19to20,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line19to20,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line19to20,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line19to20,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line19to20,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line19to20,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line19to20,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line19to20,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line19to20,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line19to20,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line21to22,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line21to22,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line21to22,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line21to22,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line21to22,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line21to22,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line21to22,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line21to22,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line21to22,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line21to22,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line21to22,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line21to22,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line21to23,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line21to23,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line21to23,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line21to23,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line21to23,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line21to23,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line21to23,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line21to23,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line21to23,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line21to23,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line21to23,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line21to23,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line23to24,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line23to24,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line23to24,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line23to24,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line23to24,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line23to24,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line23to24,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line23to24,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line23to24,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line23to24,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line23to24,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line23to24,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line23to25,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line23to25,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line23to25,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line23to25,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line23to25,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line23to25,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line23to25,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line23to25,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line23to25,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line23to25,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line23to25,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line23to25,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line2501to26,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line2501to26,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line2501to26,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line2501to26,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line2501to26,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line2501to26,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line2501to26,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line2501to26,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line2501to26,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line2501to26,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line2501to26,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line2501to26,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line25to28,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line25to28,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line25to28,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line25to28,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line25to28,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line25to28,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line25to28,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line25to28,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line25to28,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line25to28,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line25to28,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line25to28,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line26to27,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line26to27,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line26to27,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line26to27,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line26to27,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line26to27,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
line26to27,overhead_line,rating.winter.continuous,,50.0,current_out_A,65.54572130291955,time
line26to27,overhead_line,rating.winter.continuous,,50.0,current_out_B,204.05135191416892,time
line26to27,overhead_line,rating.winter.continuous,,50.0,current_out_C,214.18083429473177,time
line26to27,overhead_line,rating.winter.continuous,,50.0,current_in_A,65.54546840552747,time
line26to27,overhead_line,rating.winter.continuous,,50.0,current_in_B,204.0508030263297,time
line26to27,overhead_line,rating.winter.continuous,,50.0,current_in_C,214.1798317438755,time
line26to31,overhead_line,rating.summer.continuous,,50.0,current_out_A,65.54572130291955,time
line26to31,overhead_line,rating.summer.continuous,,50.0,current_out_B,204.05135191416892,time
line26to31,overhead_line,rating.summer.continuous,,50.0,current_out_C,214.18083429473177,time
line26to31,overhead_line,rating.summer.continuous,,50.0,current_in_A,65.54546840552747,time
line26to31,overhead_line,rating.summer.continuous,,50.0,current_in_B,204.0508030263297,time
line26to31,overhead_line,rating.summer.continuous,,50.0,current_in_C,214.1798317438755,time
