Object,Class,Init Prop,Min Thresh,Max Thresh,Commit Prop
line21to22,overhead_line,rating.summer.continuous,,850.0,current_out_B
line21to22,overhead_line,rating.summer.continuous,,850.0,current_out_C
line21to22,overhead_line,rating.summer.continuous,,850.0,current_in_A
line21to22,overhead_line,rating.summer.continuous,,850.0,current_in_B
line21to22,overhead_line,rating.summer.continuous,,850.0,current_in_C
line21to22,overhead_line,rating.winter.continuous,,900.0,current_out_A
line21to22,overhead_line,rating.winter.continuous,,900.0,current_out_B
line21to22,overhead_line,rating.winter.continuous,,900.0,current_out_C
line21to22,overhead_line,rating.winter.continuous,,900.0,current_in_A
line21to22,overhead_line,rating.winter.continuous,,900.0,current_in_B
line21to22,overhead_line,rating.winter.continuous,,900.0,current_in_C
line21to23,overhead_line,rating.summer.continuous,,850.0,current_out_A
line21to23,overhead_line,rating.summer.continuous,,850.0,current_out_B
line21to23,overhead_line,rating.summer.continuous,,850.0,current_out_C
line21to23,overhead_line,rating.summer.continuous,,850.0,current_in_A
line21to23,overhead_line,rating.summer.continuous,,850.0,current_in_B
line21to23,overhead_line,rating.summer.continuous,,850.0,current_in_C
line21to23,overhead_line,rating.winter.continuous,,900.0,current_out_A
line21to23,overhead_line,rating.winter.continuous,,900.0,current_out_B
line21to23,overhead_line,rating.winter.continuous,,900.0,current_out_C
line21to23,overhead_line,rating.winter.continuous,,900.0,current_in_A
line21to23,overhead_line,rating.winter.continuous,,900.0,current_in_B
line21to23,overhead_line,rating.winter.continuous,,900.0,current_in_C
line23to24,overhead_line,rating.summer.continuous,,850.0,current_out_A
line23to24,overhead_line,rating.summer.continuous,,850.0,current_out_B
line23to24,overhead_line,rating.summer.continuous,,850.0,current_out_C
line23to24,overhead_line,rating.summer.continuous,,850.0,current_in_A
line23to24,overhead_line,rating.summer.continuous,,850.0,current_in_B
line23to24,overhead_line,rating.summer.continuous,,850.0,current_in_C
line23to24,overhead_line,rating.winter.continuous,,900.0,current_out_A
line23to24,overhead_line,rating.winter.continuous,,900.0,current_out_B
line23to24,overhead_line,rating.winter.continuous,,900.0,current_out_C
line23to24,overhead_line,rating.winter.continuous,,900.0,current_in_A
line23to24,overhead_line,rating.winter.continuous,,900.0,current_in_B
line23to24,overhead_line,rating.winter.continuous,,900.0,current_in_C
line23to25,overhead_line,rating.summer.continuous,,850.0,current_out_A
line23to25,overhead_line,rating.summer.continuous,,850.0,current_out_B
line23to25,overhead_line,rating.summer.continuous,,850.0,current_out_C
line23to25,overhead_line,rating.summer.continuous,,850.0,current_in_A
line23to25,overhead_line,rating.summer.continuous,,850.0,current_in_B
line23to25,overhead_line,rating.summer.continuous,,850.0,current_in_C
line23to25,overhead_line,rating.winter.continuous,,900.0,current_out_A
line23to25,overhead_line,rating.winter.continuous,,900.0,current_out_B
line23to25,overhead_line,rating.winter.continuous,,900.0,current_out_C
line23to25,overhead_line,rating.winter.continuous,,900.0,current_in_A
line23to25,overhead_line,rating.winter.continuous,,900.0,current_in_B
line23to25,overhead_line,rating.winter.continuous,,900.0,current_in_C
line2501to26,overhead_line,rating.summer.continuous,,850.0,current_out_A
line2501to26,overhead_line,rating.summer.continuous,,850.0,current_out_B
line2501to26,overhead_line,rating.summer.continuous,,850.0,current_out_C
line2501to26,overhead_line,rating.summer.continuous,,850.0,current_in_A
line2501to26,overhead_line,rating.summer.continuous,,850.0,current_in_B
line2501to26,overhead_line,rating.summer.continuous,,850.0,current_in_C
line2501to26,overhead_line,rating.winter.continuous,,900.0,current_out_A
line2501to26,overhead_line,rating.winter.continuous,,900.0,current_out_B
line2501to26,overhead_line,rating.winter.continuous,,900.0,current_out_C
line2501to26,overhead_line,rating.winter.continuous,,900.0,current_in_A
line2501to26,overhead_line,rating.winter.continuous,,900.0,current_in_B
line2501to26,overhead_line,rating.winter.continuous,,900.0,current_in_C
line25to28,overhead_line,rating.summer.continuous,,850.0,current_out_A
line25to28,overhead_line,rating.summer.continuous,,850.0,current_out_B
line25to28,overhead_line,rating.summer.continuous,,850.0,current_out_C
line25to28,overhead_line,rating.summer.continuous,,850.0,current_in_A
line25to28,overhead_line,rating.summer.continuous,,850.0,current_in_B
line25to28,overhead_line,rating.summer.continuous,,850.0,current_in_C
line25to28,overhead_line,rating.winter.continuous,,900.0,current_out_A
line25to28,overhead_line,rating.winter.continuous,,900.0,current_out_B
line25to28,overhead_line,rating.winter.continuous,,900.0,current_out_C
line25to28,overhead_line,rating.winter.continuous,,900.0,current_in_A
line25to28,overhead_line,rating.winter.continuous,,900.0,current_in_B
line25to28,overhead_line,rating.winter.continuous,,900.0,current_in_C
line26to27,overhead_line,rating.summer.continuous,,850.0,current_out_A
line26to27,overhead_line,rating.summer.continuous,,850.0,current_out_B
line26to27,overhead_line,rating.summer.continuous,,850.0,current_out_C
line26to27,overhead_line,rating.summer.continuous,,850.0,current_in_A
line26to27,overhead_line,rating.summer.continuous,,850.0,current_in_B
line26to27,overhead_line,rating.summer.continuous,,850.0,current_in_C
line26to27,overhead_line,rating.winter.continuous,,900.0,current_out_A
line26to27,overhead_line,rating.winter.continuous,,900.0,current_out_B
line26to27,overhead_line,rating.winter.continuous,,900.0,current_out_C
line26to27,overhead_line,rating.winter.continuous,,900.0,current_in_A
line26to27,overhead_line,rating.winter.continuous,,900.0,current_in_B
line26to27,overhead_line,rating.winter.continuous,,900.0,current_in_C
line26to31,overhead_line,rating.summer.continuous,,850.0,current_out_A
line26to31,overhead_line,rating.summer.continuous,,850.0,current_out_B
line26to31,overhead_line,rating.summer.continuous,,850.0,current_out_C
line26to31,overhead_line,rating.summer.continuous,,850.0,current_in_A
line26to31,overhead_line,rating.summer.continuous,,850.0,current_in_B
line26to31,overhead_line,rating.summer.continuous,,850.0,current_in_C
line26to31,overhead_line,rating.winter.continuous,,900.0,current_out_A
line26to31,overhead_line,rating.winter.continuous,,900.0,current_out_B
line26to31,overhead_line,rating.winter.continuous,,900.0,current_out_C
line26to31,overhead_line,rating.winter.continuous,,900.0,current_in_A
line26to31,overhead_line,rating.winter.continuous,,900.0,current_in_B
line26to31,overhead_line,rating.winter.continuous,,900.0,current_in_C
line27to33,overhead_line,rating.summer.continuous,,850.0,current_out_A
line27to33,overhead_line,rating.summer.continuous,,850.0,current_out_B
line27to33,overhead_line,rating.summer.continuous,,850.0,current_out_C
line27to33,overhead_line,rating.summer.continuous,,850.0,current_in_A
line27to33,overhead_line,rating.summer.continuous,,850.0,current_in_B
line27to33,overhead_line,rating.summer.continuous,,850.0,current_in_C
line27to33,overhead_line,rating.winter.continuous,,900.0,current_out_A
line27to33,overhead_line,rating.winter.continuous,,900.0,current_out_B
line27to33,overhead_line,rating.winter.continuous,,900.0,current_out_C
line27to33,overhead_line,rating.winter.continuous,,900.0,current_in_A
line27to33,overhead_line,rating.winter.continuous,,900.0,current_in_B
line27to33,overhead_line,rating.winter.continuous,,900.0,current_in_C
line28to29,overhead_line,rating.summer.continuous,,850.0,current_out_A
line28to29,overhead_line,rating.summer.continuous,,850.0,current_out_B
line28to29,overhead_line,rating.summer.continuous,,850.0,current_out_C
line28to29,overhead_line,rating.summer.continuous,,850.0,current_in_A
line28to29,overhead_line,rating.summer.continuous,,850.0,current_in_B
line28to29,overhead_line,rating.summer.continuous,,850.0,current_in_C
line28to29,overhead_line,rating.winter.continuous,,900.0,current_out_A
line28to29,overhead_line,rating.winter.continuous,,900.0,current_out_B
line28to29,overhead_line,rating.winter.continuous,,900.0,current_out_C
line28to29,overhead_line,rating.winter.continuous,,900.0,current_in_A
line28to29,overhead_line,rating.winter.continuous,,900.0,current_in_B
line28to29,overhead_line,rating.winter.continuous,,900.0,current_in_C
line29to30,overhead_line,rating.summer.continuous,,850.0,current_out_A
line29to30,overhead_line,rating.summer.continuous,,850.0,current_out_B
line29to30,overhead_line,rating.summer.continuous,,850.0,current_out_C
line29to30,overhead_line,rating.summer.continuous,,850.0,current_in_A
line29to30,overhead_line,rating.summer.continuous,,850.0,current_in_B
line29to30,overhead_line,rating.summer.continuous,,850.0,current_in_C
line29to30,overhead_line,rating.winter.continuous,,900.0,current_out_A
line29to30,overhead_line,rating.winter.continuous,,900.0,current_out_B
line29to30,overhead_line,rating.winter.continuous,,900.0,current_out_C
line29to30,overhead_line,rating.winter.continuous,,900.0,current_in_A
line29to30,overhead_line,rating.winter.continuous,,900.0,current_in_B
line29to30,overhead_line,rating.winter.continuous,,900.0,current_in_C
line30to250,overhead_line,rating.summer.continuous,,850.0,current_out_A
line30to250,overhead_line,rating.summer.continuous,,850.0,current_out_B
line30to250,overhead_line,rating.summer.continuous,,850.0,current_out_C
line30to250,overhead_line,rating.summer.continuous,,850.0,current_in_A
line30to250,overhead_line,rating.summer.continuous,,850.0,current_in_B
line30to250,overhead_line,rating.summer.continuous,,850.0,current_in_C
line30to250,overhead_line,rating.winter.continuous,,900.0,current_out_A
line30to250,overhead_line,rating.winter.continuous,,900.0,current_out_B
line30to250,overhead_line,rating.winter.continuous,,900.0,current_out_C
line30to250,overhead_line,rating.winter.continuous,,900.0,current_in_A
line30to250,overhead_line,rating.winter.continuous,,900.0,current_in_B
line30to250,overhead_line,rating.winter.continuous,,900.0,current_in_C
line31to32,overhead_line,rating.summer.continuous,,850.0,current_out_A
line31to32,overhead_line,rating.summer.continuous,,850.0,current_out_B
line31to32,overhead_line,rating.summer.continuous,,850.0,current_out_C
line31to32,overhead_line,rating.summer.continuous,,850.0,current_in_A
line31to32,overhead_line,rating.summer.continuous,,850.0,current_in_B
line31to32,overhead_line,rating.summer.continuous,,850.0,current_in_C
line31to32,overhead_line,rating.winter.continuous,,900.0,current_out_A
line31to32,overhead_line,rating.winter.continuous,,900.0,current_out_B
line31to32,overhead_line,rating.winter.continuous,,900.0,current_out_C
line31to32,overhead_line,rating.winter.continuous,,900.0,current_in_A
line31to32,overhead_line,rating.winter.continuous,,900.0,current_in_B
line31to32,overhead_line,rating.winter.continuous,,900.0,current_in_C
line34to15,overhead_line,rating.summer.continuous,,850.0,current_out_A
line34to15,overhead_line,rating.summer.continuous,,850.0,current_out_B
line34to15,overhead_line,rating.summer.continuous,,850.0,current_out_C
line34to15,overhead_line,rating.summer.continuous,,850.0,current_in_A
line34to15,overhead_line,rating.summer.continuous,,850.0,current_in_B
line34to15,overhead_line,rating.summer.continuous,,850.0,current_in_C
line34to15,overhead_line,rating.winter.continuous,,900.0,current_out_A
line34to15,overhead_line,rating.winter.continuous,,900.0,current_out_B
line34to15,overhead_line,rating.winter.continuous,,900.0,current_out_C
line34to15,overhead_line,rating.winter.continuous,,900.0,current_in_A
line34to15,overhead_line,rating.winter.continuous,,900.0,current_in_B
line34to15,overhead_line,rating.winter.continuous,,900.0,current_in_C
line35to36,overhead_line,rating.summer.continuous,,850.0,current_out_A
line35to36,overhead_line,rating.summer.continuous,,850.0,current_out_B
line35to36,overhead_line,rating.summer.continuous,,850.0,current_out_C
line35to36,overhead_line,rating.summer.continuous,,850.0,current_in_A
line35to36,overhead_line,rating.summer.continuous,,850.0,current_in_B
line35to36,overhead_line,rating.summer.continuous,,850.0,current_in_C
line35to36,overhead_line,rating.winter.continuous,,900.0,current_out_A
line35to36,overhead_line,rating.winter.continuous,,900.0,current_out_B
line35to36,overhead_line,rating.winter.continuous,,900.0,current_out_C
line35to36,overhead_line,rating.winter.continuous,,900.0,current_in_A
line35to36,overhead_line,rating.winter.continuous,,900.0,current_in_B
line35to36,overhead_line,rating.winter.continuous,,900.0,current_in_C
line35to40,overhead_line,rating.summer.continuous,,850.0,current_out_A
line35to40,overhead_line,rating.summer.continuous,,850.0,current_out_B
line35to40,overhead_line,rating.summer.continuous,,850.0,current_out_C
line35to40,overhead_line,rating.summer.continuous,,850.0,current_in_A
line35to40,overhead_line,rating.summer.continuous,,850.0,current_in_B
line35to40,overhead_line,rating.summer.continuous,,850.0,current_in_C
line35to40,overhead_line,rating.winter.continuous,,900.0,current_out_A
line35to40,overhead_line,rating.winter.continuous,,900.0,current_out_B
line35to40,overhead_line,rating.winter.continuous,,900.0,current_out_C
line35to40,overhead_line,rating.winter.continuous,,900.0,current_in_A
line35to40,overhead_line,rating.winter.continuous,,900.0,current_in_B
line35to40,overhead_line,rating.winter.continuous,,900.0,current_in_C
line36to37,overhead_line,rating.summer.continuous,,850.0,current_out_A
line36to37,overhead_line,rating.summer.continuous,,850.0,current_out_B
line36to37,overhead_line,rating.summer.continuous,,850.0,current_out_C
